pnl,drawdown
-0.4170562310559902,-150.39105825554242
-0.28787401943998303,-150.6789322749824
-0.12350505696800423,-150.80243733195042
-0.2407521099023825,-151.0431894418528
-0.209314633980004,-151.2525040758328
-0.2954166231839872,-151.5479206990168
-0.8041375885607858,-152.3520582875776
-0.17808699361599473,-152.5301452811936
-0.27010236729200565,-152.8002476484856
-0.15404398848000417,-152.9542916369656
-0.19395383819616002,-153.14824547516176
-0.18033966038956584,-153.32858513555132
-0.21156339009837655,-153.5401485256497
-0.08449067112799143,-153.62463919677768
-0.1003679738879869,-153.72500717066566
-0.14745118727036752,-153.87245835793604
-0.17119655548799087,-154.04365491342404
-0.27639526000000736,-154.32005017342405
-0.23409417118318884,-154.55414434460724
-0.16654299227197605,-154.72068733687922
-0.29445759999997667,-155.0151449368792
-0.2035651086871725,-155.21871004556638
-0.18388919567998657,-155.40259924124638
-0.510391257023995,-155.91299049827037
-0.08425007112801983,-155.9972405693984
-0.8051872929224002,-156.8024278623208
-0.5185894341503934,-157.32101729647118
-0.12710558041599068,-157.44812287688717
-0.20167919999997766,-157.64980207688714
-0.49785872688639127,-158.14766080377353
-0.08841637563518343,-158.2360771794087
0.19855683749762232,-158.0375203419111
-0.5289968764079955,-158.5665172183191
-0.1296141834399868,-158.6961314017591
-0.17052719251200188,-158.8666585942711
-0.35694101010958446,-159.22359960438067
0.0013694794400319343,-159.22223012494064
-0.2669678559359871,-159.4891979808766
-0.15581438871996692,-159.64501236959657
-0.29581174184959785,-159.94082411144618
-0.38001800781477213,-160.32084211926096
-0.45296798554223855,-160.7738101048032
-0.15323461585198428,-160.92704472065518
-0.17845520543638,-161.10549992609157
-0.3485586023999855,-161.45405852849154
-0.08909322246000193,-161.54315175095155
-0.12430911799197913,-161.66746086894352
-0.48153605068797933,-162.14899691963151
0.9068640364084096,-161.2421328832231
-0.28746142030398425,-161.5295943035271
-0.2953036843007934,-161.82489798782788
-0.23096638387199014,-162.05586437169987
-0.6352405776879831,-162.69110494938786
-0.1529623058879922,-162.84406725527586
-0.3330333295919987,-163.17710058486787
-0.8837650054559928,-164.06086559032386
-1.573333031452811,-165.63419862177668
-0.20358483999999683,-165.83778346177667
-0.17652359395199668,-166.01430705572866
-0.18154128254266005,-166.19584833827133
-0.26977859999995824,-166.4656269382713
-0.30512027430000616,-166.7707472125713
-0.14582998319999668,-166.9165771957713
-0.1666299908800004,-167.08320718665132
-0.2446659736910351,-167.32787316034236
-0.16775588783200035,-167.49562904817435
-0.05525312817358055,-167.55088217634793
-0.5153266572607687,-168.0662088336087
-0.5152128654000157,-168.5814216990087
-0.12179425262641064,-168.70321595163512
-0.20159645137630455,-168.90481240301142
-0.14114350306560913,-169.04595590607704
-0.16437327472797256,-169.21032918080502
-0.061987746030377794,-169.2723169268354
-0.16920839011198213,-169.44152531694738
-0.21102516933046386,-169.65255048627785
-0.30085502039999656,-169.95340550667785
-0.49404164392959526,-170.44744715060745
-0.14753498631997863,-170.59498213692743
-0.3531689198111935,-170.94815105673862
-0.30195669240000483,-171.25010774913864
-0.3217612652543952,-171.57186901439303
